ComplaintID,DateKey,Date,AirlineCode,AirportCode,Category,ComplaintStatus,DaysToResolve,ResolutionQualityScore,FollowUpRequired,ChannelSubmitted,ComplaintDescription
CP000220,20230624,2023-06-24,AK,KUL,Flight Delay,Resolved,14,4,Yes,Counter,Flight delayed without adequate notification to passengers
CP000221,20240819,2024-08-19,FY,PEN,Flight Delay,Resolved,15,5,No,Email,Flight delayed without adequate notification to passengers
CP000222,20240927,2024-09-27,OD,KCH,Ground Staff Attitude,Resolved,3,3,No,Counter,Unprofessional behaviour from ground handling staff
CP000223,20230820,2023-08-20,OD,MYY,Flight Delay,Resolved,16,4,No,Counter,Flight delayed without adequate notification to passengers
CP000224,20241029,2024-10-29,AK,PEN,Ground Staff Attitude,In Progress,43,,No,Website,Unprofessional behaviour from ground handling staff
CP000225,20230310,2023-03-10,AK,SBW,Check-in Service,Resolved,8,4,Yes,Website,"Long queue at check-in counter, insufficient staff"
CP000226,20230830,2023-08-30,AK,IPH,Baggage Handling,Resolved,2,5,No,Counter,Baggage delayed / damaged / lost upon arrival
CP000227,20240209,2024-02-09,FY,JHB,Flight Delay,Resolved,1,3,Yes,Counter,Flight delayed without adequate notification to passengers
CP000228,20240210,2024-02-10,AK,TGG,In-flight Service,Resolved,5,3,No,Counter,Poor in-flight service quality reported by passengers
CP000229,20230206,2023-02-06,AK,TWU,Flight Delay,In Progress,45,,No,Website,Flight delayed without adequate notification to passengers
CP000230,20230611,2023-06-11,FY,AOR,Flight Delay,In Progress,5,,No,Counter,Flight delayed without adequate notification to passengers
CP000231,20230312,2023-03-12,MH,TWU,Ground Staff Attitude,In Progress,5,,No,Email,Unprofessional behaviour from ground handling staff
CP000232,20230215,2023-02-15,AK,MYY,In-flight Service,Resolved,15,4,No,Email,Poor in-flight service quality reported by passengers
CP000233,20240421,2024-04-21,AK,JHB,Flight Delay,Escalated,,,Yes,Website,Flight delayed without adequate notification to passengers
CP000234,20240626,2024-06-26,FY,MYY,Flight Delay,Pending,,,No,Counter,Flight delayed without adequate notification to passengers
CP000235,20231207,2023-12-07,FY,TGG,Ground Staff Attitude,Resolved,7,2,No,Email,Unprofessional behaviour from ground handling staff
CP000236,20230508,2023-05-08,D7,TGG,Flight Delay,Resolved,20,4,Yes,Website,Flight delayed without adequate notification to passengers
CP000237,20230520,2023-05-20,MF,LGK,Flight Delay,Pending,,,No,Email,Flight delayed without adequate notification to passengers
CP000238,20230806,2023-08-06,MF,LGK,Ground Staff Attitude,Pending,,,No,Website,Unprofessional behaviour from ground handling staff
CP000239,20241207,2024-12-07,AK,AOR,Baggage Handling,Escalated,,,No,Counter,Baggage delayed / damaged / lost upon arrival
CP000240,20230809,2023-08-09,D7,JHB,Flight Delay,Pending,,,No,Email,Flight delayed without adequate notification to passengers
CP000241,20240602,2024-06-02,MF,MYY,Check-in Service,Resolved,18,3,No,Counter,"Long queue at check-in counter, insufficient staff"
CP000242,20230324,2023-03-24,AK,JHB,Flight Delay,In Progress,6,,No,Counter,Flight delayed without adequate notification to passengers
CP000243,20241008,2024-10-08,AK,KUA,Flight Delay,Resolved,8,2,No,Website,Flight delayed without adequate notification to passengers
CP000244,20231223,2023-12-23,D7,PEN,In-flight Service,Resolved,7,2,No,Website,Poor in-flight service quality reported by passengers
CP000245,20230922,2023-09-22,D7,LGK,Ground Staff Attitude,Escalated,,,No,Website,Unprofessional behaviour from ground handling staff
CP000246,20231001,2023-10-01,FY,KUA,In-flight Service,Resolved,16,2,No,Social Media,Poor in-flight service quality reported by passengers
CP000247,20230525,2023-05-25,AK,PEN,Check-in Service,Resolved,20,3,No,Email,"Long queue at check-in counter, insufficient staff"
CP000248,20231203,2023-12-03,FY,TWU,Baggage Handling,Resolved,9,2,Yes,Phone,Baggage delayed / damaged / lost upon arrival
CP000249,20231225,2023-12-25,AK,PEN,Cleanliness,Escalated,,,No,Social Media,Aircraft or terminal cleanliness below acceptable standard
CP000250,20230715,2023-07-15,MF,LGK,In-flight Service,Escalated,,,No,Phone,Poor in-flight service quality reported by passengers
CP000251,20240609,2024-06-09,OD,IPH,Flight Delay,In Progress,17,,No,Counter,Flight delayed without adequate notification to passengers
CP000252,20240103,2024-01-03,MH,KCH,In-flight Service,Resolved,13,2,No,Website,Poor in-flight service quality reported by passengers
CP000253,20241024,2024-10-24,FY,LGK,Flight Delay,In Progress,37,,No,Email,Flight delayed without adequate notification to passengers
CP000254,20231101,2023-11-01,AK,IPH,Flight Delay,Resolved,13,4,No,Email,Flight delayed without adequate notification to passengers
CP000255,20240511,2024-05-11,MH,PEN,Baggage Handling,Resolved,6,2,No,Website,Baggage delayed / damaged / lost upon arrival
CP000256,20231213,2023-12-13,AK,BKI,Flight Delay,In Progress,19,,No,Email,Flight delayed without adequate notification to passengers
CP000257,20231220,2023-12-20,D7,KCH,Flight Delay,Escalated,,,No,Email,Flight delayed without adequate notification to passengers
CP000258,20230122,2023-01-22,MH,PEN,Refund/Compensation,Resolved,18,3,Yes,Phone,Delay in processing refund or compensation claim
CP000259,20240308,2024-03-08,OD,KUA,Baggage Handling,In Progress,24,,No,Website,Baggage delayed / damaged / lost upon arrival
CP000260,20230426,2023-04-26,FY,TWU,Baggage Handling,In Progress,45,,Yes,Website,Baggage delayed / damaged / lost upon arrival
CP000261,20240217,2024-02-17,MF,LGK,Check-in Service,Resolved,13,3,No,Counter,"Long queue at check-in counter, insufficient staff"
CP000262,20240602,2024-06-02,D7,MYY,Check-in Service,Pending,,,No,Email,"Long queue at check-in counter, insufficient staff"
CP000263,20230525,2023-05-25,FY,KCH,Baggage Handling,Pending,,,No,Website,Baggage delayed / damaged / lost upon arrival
CP000264,20230302,2023-03-02,AK,AOR,Flight Delay,Escalated,,,No,Phone,Flight delayed without adequate notification to passengers
CP000265,20240908,2024-09-08,AK,SBW,Check-in Service,In Progress,38,,Yes,Counter,"Long queue at check-in counter, insufficient staff"
CP000266,20230720,2023-07-20,AK,KUA,Baggage Handling,Resolved,21,2,No,Counter,Baggage delayed / damaged / lost upon arrival
CP000267,20240916,2024-09-16,AK,JHB,Baggage Handling,Resolved,18,4,Yes,Social Media,Baggage delayed / damaged / lost upon arrival
CP000268,20230121,2023-01-21,D7,BKI,Flight Delay,Pending,,,No,Website,Flight delayed without adequate notification to passengers
CP000269,20240314,2024-03-14,OD,KUL,Check-in Service,Resolved,4,5,No,Email,"Long queue at check-in counter, insufficient staff"
CP000270,20230422,2023-04-22,MF,KUA,Baggage Handling,Resolved,4,4,No,Website,Baggage delayed / damaged / lost upon arrival
CP000271,20230701,2023-07-01,AK,BKI,Baggage Handling,Pending,,,No,Counter,Baggage delayed / damaged / lost upon arrival
CP000272,20240302,2024-03-02,AK,LGK,Check-in Service,In Progress,7,,Yes,Website,"Long queue at check-in counter, insufficient staff"
CP000273,20231119,2023-11-19,AK,BKI,Baggage Handling,Resolved,6,3,No,Website,Baggage delayed / damaged / lost upon arrival
CP000274,20230107,2023-01-07,D7,PEN,Flight Delay,Pending,,,No,Phone,Flight delayed without adequate notification to passengers
CP000275,20240605,2024-06-05,AK,KUA,Cleanliness,Pending,,,Yes,Email,Aircraft or terminal cleanliness below acceptable standard
CP000276,20230312,2023-03-12,AK,IPH,Ground Staff Attitude,Resolved,17,5,No,Counter,Unprofessional behaviour from ground handling staff
CP000277,20230514,2023-05-14,MH,LGK,In-flight Service,Resolved,9,5,Yes,Counter,Poor in-flight service quality reported by passengers
CP000278,20231125,2023-11-25,MH,PEN,Baggage Handling,In Progress,43,,No,Counter,Baggage delayed / damaged / lost upon arrival
CP000279,20240528,2024-05-28,AK,SBW,Baggage Handling,Resolved,5,3,No,Email,Baggage delayed / damaged / lost upon arrival
CP000280,20230712,2023-07-12,FY,LGK,Flight Delay,Escalated,,,No,Social Media,Flight delayed without adequate notification to passengers
CP000281,20231030,2023-10-30,MF,AOR,In-flight Service,Pending,,,No,Social Media,Poor in-flight service quality reported by passengers
CP000282,20230720,2023-07-20,D7,AOR,Refund/Compensation,Resolved,13,4,No,Website,Delay in processing refund or compensation claim
CP000283,20230321,2023-03-21,MF,SBW,Flight Delay,In Progress,21,,No,Email,Flight delayed without adequate notification to passengers
CP000284,20231212,2023-12-12,MH,KCH,Flight Delay,Resolved,5,3,No,Phone,Flight delayed without adequate notification to passengers
CP000285,20231029,2023-10-29,AK,TWU,In-flight Service,Resolved,1,5,No,Email,Poor in-flight service quality reported by passengers
CP000286,20241107,2024-11-07,AK,SBW,Flight Delay,In Progress,16,,No,Phone,Flight delayed without adequate notification to passengers
CP000287,20241210,2024-12-10,AK,SDK,Ground Staff Attitude,Resolved,3,3,No,Email,Unprofessional behaviour from ground handling staff
CP000288,20241008,2024-10-08,D7,IPH,Flight Delay,Pending,,,No,Email,Flight delayed without adequate notification to passengers
CP000289,20230202,2023-02-02,D7,KUL,Check-in Service,Resolved,16,5,No,Website,"Long queue at check-in counter, insufficient staff"
CP000290,20230510,2023-05-10,OD,TWU,Baggage Handling,Resolved,13,2,Yes,Social Media,Baggage delayed / damaged / lost upon arrival
CP000291,20240814,2024-08-14,MH,MYY,Baggage Handling,Resolved,9,5,Yes,Email,Baggage delayed / damaged / lost upon arrival
CP000292,20230517,2023-05-17,D7,AOR,Baggage Handling,In Progress,16,,No,Website,Baggage delayed / damaged / lost upon arrival
CP000293,20241022,2024-10-22,MF,KUL,Flight Delay,Resolved,13,5,No,Counter,Flight delayed without adequate notification to passengers
CP000294,20240406,2024-04-06,MF,KBR,Flight Delay,In Progress,29,,Yes,Website,Flight delayed without adequate notification to passengers
CP000295,20240820,2024-08-20,AK,BKI,Baggage Handling,Resolved,18,2,No,Social Media,Baggage delayed / damaged / lost upon arrival
CP000296,20240621,2024-06-21,OD,PEN,Baggage Handling,Resolved,5,5,No,Website,Baggage delayed / damaged / lost upon arrival
CP000297,20240720,2024-07-20,AK,KBR,Baggage Handling,Resolved,11,3,Yes,Social Media,Baggage delayed / damaged / lost upon arrival
CP000298,20230125,2023-01-25,AK,BKI,Check-in Service,Resolved,4,3,No,Website,"Long queue at check-in counter, insufficient staff"
CP000299,20230717,2023-07-17,FY,LGK,Baggage Handling,Resolved,5,4,No,Website,Baggage delayed / damaged / lost upon arrival
CP000300,20240321,2024-03-21,AK,KUA,Baggage Handling,Resolved,2,4,No,Website,Baggage delayed / damaged / lost upon arrival
CP000301,20241204,2024-12-04,MF,KBR,Flight Delay,Resolved,12,2,No,Website,Flight delayed without adequate notification to passengers
CP000302,20240325,2024-03-25,MH,MYY,Ground Staff Attitude,Resolved,1,5,No,Email,Unprofessional behaviour from ground handling staff
CP000303,20230524,2023-05-24,AK,TGG,Flight Delay,Resolved,8,4,No,Email,Flight delayed without adequate notification to passengers
CP000304,20230218,2023-02-18,MH,MYY,Ground Staff Attitude,Resolved,17,2,No,Social Media,Unprofessional behaviour from ground handling staff
CP000305,20240517,2024-05-17,AK,KBR,Ground Staff Attitude,Escalated,,,No,Counter,Unprofessional behaviour from ground handling staff
CP000306,20230308,2023-03-08,MH,MYY,Flight Delay,Resolved,2,5,Yes,Email,Flight delayed without adequate notification to passengers
CP000307,20231218,2023-12-18,MH,KUA,Cleanliness,Resolved,19,4,No,Phone,Aircraft or terminal cleanliness below acceptable standard
CP000308,20230825,2023-08-25,MF,IPH,In-flight Service,Resolved,14,5,Yes,Website,Poor in-flight service quality reported by passengers
CP000309,20230518,2023-05-18,MF,KUL,Ground Staff Attitude,Escalated,,,No,Website,Unprofessional behaviour from ground handling staff
CP000310,20240602,2024-06-02,AK,SBW,Baggage Handling,In Progress,37,,Yes,Phone,Baggage delayed / damaged / lost upon arrival
CP000311,20241009,2024-10-09,AK,LGK,Flight Delay,Pending,,,Yes,Email,Flight delayed without adequate notification to passengers
CP000312,20230702,2023-07-02,AK,KUA,Baggage Handling,Resolved,4,5,No,Email,Baggage delayed / damaged / lost upon arrival
CP000313,20231214,2023-12-14,AK,KUL,Flight Delay,Resolved,6,2,No,Social Media,Flight delayed without adequate notification to passengers
CP000314,20230912,2023-09-12,AK,AOR,Flight Delay,Resolved,21,3,No,Phone,Flight delayed without adequate notification to passengers
CP000315,20230915,2023-09-15,OD,SDK,Baggage Handling,Resolved,11,4,No,Counter,Baggage delayed / damaged / lost upon arrival
CP000316,20240605,2024-06-05,MF,SBW,Baggage Handling,Resolved,21,5,No,Phone,Baggage delayed / damaged / lost upon arrival
CP000317,20230914,2023-09-14,MH,TWU,Ground Staff Attitude,Pending,,,No,Counter,Unprofessional behaviour from ground handling staff
CP000318,20240324,2024-03-24,AK,MYY,Flight Delay,In Progress,43,,No,Email,Flight delayed without adequate notification to passengers
CP000319,20230702,2023-07-02,MH,SDK,Baggage Handling,In Progress,26,,No,Email,Baggage delayed / damaged / lost upon arrival
CP000320,20241019,2024-10-19,AK,JHB,Check-in Service,Resolved,9,5,No,Social Media,"Long queue at check-in counter, insufficient staff"
CP000321,20230708,2023-07-08,AK,AOR,Baggage Handling,Resolved,3,5,Yes,Counter,Baggage delayed / damaged / lost upon arrival
CP000322,20241221,2024-12-21,AK,LGK,Refund/Compensation,Resolved,7,4,No,Website,Delay in processing refund or compensation claim
CP000323,20241220,2024-12-20,FY,TWU,Refund/Compensation,Escalated,,,Yes,Email,Delay in processing refund or compensation claim
CP000324,20240310,2024-03-10,AK,IPH,Check-in Service,Resolved,5,5,No,Counter,"Long queue at check-in counter, insufficient staff"
CP000325,20240805,2024-08-05,AK,IPH,Ground Staff Attitude,Resolved,15,4,No,Email,Unprofessional behaviour from ground handling staff
CP000326,20240204,2024-02-04,AK,PEN,Refund/Compensation,Pending,,,No,Social Media,Delay in processing refund or compensation claim
CP000327,20240321,2024-03-21,D7,SBW,Flight Delay,In Progress,17,,Yes,Website,Flight delayed without adequate notification to passengers
CP000328,20240114,2024-01-14,D7,SBW,Flight Delay,Resolved,9,2,No,Counter,Flight delayed without adequate notification to passengers
CP000329,20231115,2023-11-15,MH,PEN,Check-in Service,Pending,,,No,Email,"Long queue at check-in counter, insufficient staff"
CP000330,20240403,2024-04-03,FY,TWU,Refund/Compensation,Resolved,15,4,No,Counter,Delay in processing refund or compensation claim
CP000331,20230804,2023-08-04,AK,IPH,Ground Staff Attitude,Resolved,14,4,No,Counter,Unprofessional behaviour from ground handling staff
CP000332,20240330,2024-03-30,MF,IPH,Check-in Service,Resolved,10,4,No,Website,"Long queue at check-in counter, insufficient staff"
CP000333,20230223,2023-02-23,MF,TWU,Flight Delay,Resolved,9,2,No,Counter,Flight delayed without adequate notification to passengers
CP000334,20240702,2024-07-02,FY,MYY,Baggage Handling,In Progress,24,,Yes,Phone,Baggage delayed / damaged / lost upon arrival
CP000335,20241222,2024-12-22,OD,JHB,Flight Delay,Resolved,17,5,No,Email,Flight delayed without adequate notification to passengers
CP000336,20240225,2024-02-25,MF,JHB,Baggage Handling,Resolved,3,5,No,Website,Baggage delayed / damaged / lost upon arrival
CP000337,20230422,2023-04-22,MH,SBW,Baggage Handling,Pending,,,No,Counter,Baggage delayed / damaged / lost upon arrival
CP000338,20231221,2023-12-21,MH,IPH,Flight Delay,Resolved,16,3,No,Website,Flight delayed without adequate notification to passengers
CP000339,20230717,2023-07-17,MF,AOR,Flight Delay,Resolved,10,2,No,Phone,Flight delayed without adequate notification to passengers
CP000340,20231030,2023-10-30,AK,IPH,Ground Staff Attitude,Resolved,12,5,Yes,Phone,Unprofessional behaviour from ground handling staff
CP000341,20241021,2024-10-21,AK,KUA,Baggage Handling,Escalated,,,No,Website,Baggage delayed / damaged / lost upon arrival
CP000342,20240603,2024-06-03,AK,TGG,Flight Delay,Resolved,1,2,Yes,Social Media,Flight delayed without adequate notification to passengers
CP000343,20230121,2023-01-21,OD,KUL,In-flight Service,Escalated,,,Yes,Counter,Poor in-flight service quality reported by passengers
